day,hour,cost,P1,P2,V,T1,T2,H,price,daily_total
33,6,22.4008,3.0,0.0,1,22.8641,22.7349,67.0854,4.4802,198.3965
33,7,13.3898,0.0,3.0,0,23.5707,20.5969,61.4733,4.4633,211.7863
33,8,10.8438,0.0,0.0,1,20.1126,23.9263,71.3971,5.4219,222.6301
33,9,11.4621,0.0,0.0,1,20.1768,18.8935,65.583,5.731,234.0922
34,0,0.0,0.0,0.0,0,21.0,21.0,40.0,7.7932,0.0
34,1,0.0,0.0,0.0,0,19.12,18.936,47.7039,8.7568,0.0
34,2,51.0731,3.0,3.0,0,17.368,17.2122,55.041,8.5122,51.0731
34,3,48.6607,3.0,3.0,0,19.0548,18.8996,64.1993,8.1101,99.7337
34,4,54.6082,3.0,3.0,1,20.7885,20.6238,73.811,6.826,154.3419
34,5,49.7062,3.0,3.0,1,21.7785,21.7951,69.765,6.2133,204.0482
34,6,10.446,0.0,0.0,1,22.7055,22.7938,64.5122,5.223,214.4941
34,7,15.3115,0.0,3.0,0,20.6204,20.5239,59.4978,5.1038,229.8056
34,8,11.237,0.0,0.098,1,19.2291,22.2136,70.5443,5.356,241.0426
34,9,9.0712,0.0,0.0,1,18.9074,18.0555,65.9118,4.5356,250.1138
35,0,0.0,0.0,0.0,0,21.0,21.0,40.0,5.2969,0.0
35,1,0.0,0.0,0.0,0,19.1658,18.9544,48.2815,6.1571,0.0
35,2,40.9525,3.0,3.0,0,17.4845,17.4042,57.8747,6.8254,40.9525
35,3,41.3533,3.0,3.0,0,19.273,19.1756,68.983,6.8922,82.3058
35,4,50.6164,3.0,3.0,1,21.0371,21.0092,80.2968,6.3271,132.9223
35,5,11.9566,0.0,0.0,1,22.043,22.066,75.9346,5.9783,144.8789
35,6,11.2456,0.0,0.0,1,20.0817,19.9824,71.4289,5.6228,156.1245
35,7,20.434,1.0235,3.0,0,18.1668,18.0397,65.9993,5.0787,176.5585
35,8,19.8722,0.7558,1.4575,1,18.1042,19.9313,77.1659,4.7165,196.4307
35,9,9.6782,0.0,0.0,1,18.1269,18.0385,73.916,4.8391,206.1089
36,0,0.0,0.0,0.0,0,21.0,21.0,40.0,7.5865,0.0
36,1,0.0,0.0,0.0,0,19.2782,19.0085,49.7801,11.0292,0.0
36,2,69.9141,3.0,3.0,0,17.5954,17.5331,60.1837,11.6523,69.9141
36,3,90.209,3.0,3.0,1,19.3572,19.2123,70.4367,11.2761,160.1231
36,4,79.6695,3.0,3.0,1,20.4246,20.3562,66.9825,9.9587,239.7926
36,5,65.6558,3.0,3.0,1,21.6026,21.4766,63.6013,8.207,305.4484
36,6,0.0,0.0,0.0,0,22.6413,22.6045,60.0723,7.2457,305.4484
36,7,32.4494,0.0,3.0,1,21.3025,21.1977,71.714,6.4899,337.8978
36,8,10.9477,0.0,0.0447,1,19.3321,22.0879,69.175,5.3541,348.8455
36,9,9.7734,0.0,0.0,1,19.0587,18.0684,66.6826,4.8867,358.6189
37,0,0.0,0.0,0.0,0,21.0,21.0,40.0,2.7905,0.0
37,1,0.0,0.0,0.0,0,19.1537,19.0904,49.3973,1.5818,0.0
37,2,11.7086,3.0,3.0,1,17.5536,17.4522,59.0405,1.4636,11.7086
37,3,13.9049,3.0,3.0,1,18.584,18.3672,53.3233,1.7381,25.6136
37,4,22.9342,3.0,3.0,1,19.6324,19.413,47.3578,2.8668,48.5477
37,5,25.4825,3.0,3.0,1,20.702,20.5422,41.519,3.1853,74.0302
37,6,23.4662,3.0,3.0,1,21.8607,21.5667,36.4884,2.9333,97.4964
37,7,8.002,0.0,3.0,0,22.6982,22.5689,31.3611,2.6673,105.4984
37,8,0.0,0.0,0.0,0,20.9993,24.0187,41.1912,2.6465,105.4984
37,9,0.0,0.0,0.0,0,21.2563,20.1528,50.896,3.0638,105.4984
38,0,0.0,0.0,0.0,0,21.0,21.0,40.0,3.2843,0.0
38,1,0.0,0.0,0.0,0,19.2788,19.0564,50.2163,2.0666,0.0
38,2,8.8564,3.0,3.0,1,17.6126,17.4646,59.7648,1.1071,8.8564
38,3,0.7843,3.0,3.0,1,18.6555,18.3969,54.3796,0.098,9.6407
38,4,1.1232,3.0,3.0,1,19.641,19.5649,49.0401,0.1404,10.764
38,5,2.1226,3.0,3.0,1,20.7617,20.5736,42.7214,0.2653,12.8866
38,6,8.2699,3.0,3.0,1,21.811,21.6888,37.6027,1.0337,21.1565
38,7,3.5245,0.0,3.0,0,22.704,22.6587,32.751,1.1748,24.681
38,8,0.0,0.0,0.0,0,21.1835,24.0363,43.622,2.0076,24.681
38,9,0.0,0.0,0.0,0,21.4144,20.347,54.8639,2.6444,24.681
39,0,0.0,0.0,0.0,0,21.0,21.0,40.0,2.575,0.0
39,1,0.5226,0.0,0.4461,0,19.1483,19.0889,49.3349,1.1717,0.5226
39,2,7.4501,3.0,3.0,1,17.5138,17.9964,59.5594,0.9313,7.9728
39,3,8.5217,3.0,3.0,1,18.8335,18.6453,54.5052,1.0652,16.4945
39,4,10.6492,3.0,3.0,1,19.8071,19.8032,49.3506,1.3312,27.1437
39,5,18.6858,3.0,3.0,1,20.9595,20.8989,44.4637,2.3357,45.8295
39,6,15.6509,3.0,0.0,1,22.1223,22.0454,41.12,3.1302,61.4804
39,7,11.653,0.0,3.0,0,23.1893,19.9975,38.2747,3.8843,73.1334
39,8,0.0,0.0,0.0,0,19.8996,23.5691,51.0108,4.1232,73.1334
39,9,0.0,0.0,0.0,0,20.8067,19.5042,63.381,4.2054,73.1334
40,0,0.0,0.0,0.0,0,21.0,21.0,40.0,6.1448,0.0
40,1,0.0,0.0,0.0,0,19.1377,19.0951,49.295,7.4955,0.0
40,2,47.3805,3.0,3.0,0,17.4691,17.3318,57.1862,7.8967,47.3805
40,3,47.8319,3.0,3.0,0,19.1018,18.9907,65.8009,7.972,95.2124
40,4,58.8307,3.0,3.0,1,20.7782,20.6624,74.548,7.3538,154.0431
40,5,47.1551,3.0,3.0,1,21.677,21.6716,68.2473,5.8944,201.1982
40,6,9.7054,0.0,0.0,1,22.649,22.5403,62.0271,4.8527,210.9037
40,7,10.4546,0.0,3.0,0,20.4735,20.404,57.1229,3.4849,221.3583
40,8,0.0,0.0,0.0,0,19.0874,21.991,67.0522,2.1439,221.3583
40,9,3.1306,0.0,0.0,1,19.4296,18.4855,77.222,1.5653,224.4889
41,0,0.0,0.0,0.0,0,21.0,21.0,40.0,2.1609,0.0
41,1,0.3891,0.4076,0.4752,0,19.1227,19.0864,49.0818,0.4408,0.3891
41,2,6.649,3.0,3.0,1,17.8693,17.9944,58.7856,0.8311,7.0381
41,3,9.06,3.0,3.0,1,18.9033,18.8889,53.6881,1.1325,16.0981
41,4,13.1436,3.0,3.0,1,20.0507,20.0014,49.9709,1.643,29.2417
41,5,22.2175,3.0,3.0,1,21.1276,21.1735,45.4903,2.7772,51.4591
41,6,12.8308,3.0,0.0,0,22.2646,22.2195,41.4087,4.2769,64.29
41,7,14.4833,0.0,3.0,0,23.9634,20.8673,53.1952,4.8278,78.7733
41,8,0.0,0.0,0.0,0,20.5316,24.3031,64.91,5.2454,78.7733
41,9,11.318,0.0,0.0,1,21.2727,20.0466,75.2911,5.659,90.0913
42,0,0.0,0.0,0.0,0,21.0,21.0,40.0,7.7411,0.0
42,1,0.0,0.0,0.0,0,19.1289,19.0168,48.5115,9.4753,0.0
42,2,58.305,3.0,3.0,0,17.3167,17.393,56.2876,9.7175,58.305
42,3,54.066,3.0,3.0,0,19.1671,18.9909,66.2294,9.011,112.371
42,4,61.1527,3.0,3.0,1,20.7756,20.7814,75.4935,7.6441,173.5237
42,5,46.2704,3.0,3.0,1,21.7427,21.6777,68.8962,5.7838,219.794
42,6,16.1419,3.0,0.0,1,22.6971,22.5885,62.9622,3.2284,235.936
42,7,4.3648,0.0,3.0,0,23.4268,20.3894,56.7263,1.4549,240.3008
42,8,0.0,0.0,0.0,0,19.8637,23.7229,65.4254,1.6431,240.3008
42,9,4.5285,0.0,0.0,1,20.6574,19.4914,75.3814,2.2642,244.8292
43,0,0.0,0.0,0.0,0,21.0,21.0,40.0,3.4913,0.0
43,1,0.0,0.0,0.0,0,19.1997,18.9953,48.9557,2.112,0.0
43,2,17.6849,3.0,3.0,1,17.5804,17.4106,58.8637,2.2106,17.6849
43,3,22.2136,3.0,3.0,1,18.5283,18.4495,53.5051,2.7767,39.8985
43,4,27.0676,3.0,3.0,1,19.6344,19.4811,47.9554,3.3835,66.9661
43,5,31.9231,3.0,3.0,1,20.8064,20.6644,43.5882,3.9904,98.8892
